loja,data,preco_combustivel,IPC,taxa_desemprego,evento
1,2010-02-05,2.572,211.0963582,8.106,False
1,2010-02-12,2.548,211.24216980000003,8.106,True
1,2010-02-19,2.5140000000000002,211.2891429,8.106,False
1,2010-02-26,2.5610000000000004,211.3196429,8.106,False
1,2010-03-05,2.625,211.3501429,8.106,False
1,2010-03-12,2.667,211.3806429,8.106,False
1,2010-03-19,2.72,211.21563500000002,8.106,False
1,2010-03-26,2.7319999999999998,211.0180424,8.106,False
1,2010-04-02,2.719,210.82044989999997,7.808,False
1,2010-04-09,2.77,210.62285740000002,7.808,False
1,2010-04-16,2.8080000000000003,210.4887,7.808,False
1,2010-04-23,2.795,210.4391228,7.808,False
1,2010-04-30,2.78,210.3895456,7.808,False
1,2010-05-07,2.835,210.33996839999998,7.808,False
1,2010-05-14,2.8539999999999996,210.3374261,7.808,False
1,2010-05-21,2.826,210.6170934,7.808,False
1,2010-05-28,2.759,210.89676060000002,7.808,False
1,2010-06-04,2.705,211.1764278,7.808,False
1,2010-06-11,2.668,211.4560951,7.808,False
1,2010-06-18,2.637,211.4537719,7.808,False
1,2010-06-25,2.653,211.33865260000002,7.808,False
1,2010-07-02,2.6689999999999996,211.2235333,7.787000000000001,False
1,2010-07-09,2.642,211.108414,7.787000000000001,False
1,2010-07-16,2.623,211.10038540000002,7.787000000000001,False
1,2010-07-23,2.608,211.2351443,7.787000000000001,False
1,2010-07-30,2.64,211.36990319999995,7.787000000000001,False
1,2010-08-06,2.627,211.5046621,7.787000000000001,False
1,2010-08-13,2.6919999999999997,211.63942110000002,7.787000000000001,False
1,2010-08-20,2.6639999999999997,211.60336329999998,7.787000000000001,False
1,2010-08-27,2.6189999999999998,211.5673056,7.787000000000001,False
1,2010-09-03,2.577,211.53124790000004,7.787000000000001,False
1,2010-09-10,2.565,211.49519019999997,7.787000000000001,True
1,2010-09-17,2.582,211.5224596,7.787000000000001,False
1,2010-09-24,2.6239999999999997,211.59722459999998,7.787000000000001,False
1,2010-10-01,2.603,211.6719895,7.837999999999999,False
1,2010-10-08,2.633,211.74675440000001,7.837999999999999,False
1,2010-10-15,2.72,211.81374359999998,7.837999999999999,False
1,2010-10-22,2.725,211.8612937,7.837999999999999,False
1,2010-10-29,2.716,211.9088438,7.837999999999999,False
1,2010-11-05,2.6889999999999996,211.95639390000002,7.837999999999999,False
1,2010-11-12,2.728,212.003944,7.837999999999999,False
1,2010-11-19,2.7710000000000004,211.88967369999997,7.837999999999999,False
1,2010-11-26,2.735,211.74843330000002,7.837999999999999,True
1,2010-12-03,2.708,211.60719300000002,7.837999999999999,False
1,2010-12-10,2.843,211.4659526,7.837999999999999,False
1,2010-12-17,2.8689999999999998,211.40531239999999,7.837999999999999,False
1,2010-12-24,2.886,211.4051222,7.837999999999999,False
1,2010-12-31,2.943,211.4049321,7.837999999999999,True
1,2011-01-07,2.9760000000000004,211.40474190000003,7.742000000000001,False
1,2011-01-14,2.983,211.4574109,7.742000000000001,False
1,2011-01-21,3.016,211.82723430000004,7.742000000000001,False
1,2011-01-28,3.01,212.19705770000002,7.742000000000001,False
1,2011-02-04,2.989,212.56688119999998,7.742000000000001,False
1,2011-02-11,3.022,212.9367046,7.742000000000001,True
1,2011-02-18,3.045,213.2478853,7.742000000000001,False
1,2011-02-25,3.065,213.535609,7.742000000000001,False
1,2011-03-04,3.2880000000000003,213.8233327,7.742000000000001,False
1,2011-03-11,3.4589999999999996,214.11105640000002,7.742000000000001,False
1,2011-03-18,3.488,214.3627114,7.742000000000001,False
1,2011-03-25,3.4730000000000003,214.59993889999998,7.742000000000001,False
1,2011-04-01,3.5239999999999996,214.8371664,7.682,False
1,2011-04-08,3.622,215.07439390000002,7.682,False
1,2011-04-15,3.7430000000000003,215.29185609999996,7.682,False
1,2011-04-22,3.807,215.45990530000003,7.682,False
1,2011-04-29,3.81,215.62795440000002,7.682,False
1,2011-05-06,3.906,215.7960035,7.682,False
1,2011-05-13,3.8989999999999996,215.9640526,7.682,False
1,2011-05-20,3.907,215.7339202,7.682,False
1,2011-05-27,3.786,215.5037878,7.682,False
1,2011-06-03,3.699,215.27365530000003,7.682,False
1,2011-06-10,3.648,215.04352290000003,7.682,False
1,2011-06-17,3.637,214.99805959999998,7.682,False
1,2011-06-24,3.594,215.09109819999998,7.682,False
1,2011-07-01,3.5239999999999996,215.18413680000003,7.962000000000001,False
1,2011-07-08,3.48,215.27717540000003,7.962000000000001,False
1,2011-07-15,3.575,215.3611087,7.962000000000001,False
1,2011-07-22,3.6510000000000002,215.4222784,7.962000000000001,False
1,2011-07-29,3.682,215.4834482,7.962000000000001,False
1,2011-08-05,3.6839999999999997,215.544618,7.962000000000001,False
1,2011-08-12,3.638,215.6057878,7.962000000000001,False
1,2011-08-19,3.554,215.66931069999998,7.962000000000001,False
1,2011-08-26,3.523,215.73322579999999,7.962000000000001,False
1,2011-09-02,3.533,215.7971409,7.962000000000001,False
1,2011-09-09,3.5460000000000003,215.86105600000002,7.962000000000001,True
1,2011-09-16,3.5260000000000002,216.0410526,7.962000000000001,False
1,2011-09-23,3.467,216.3758246,7.962000000000001,False
1,2011-09-30,3.355,216.71059649999998,7.962000000000001,False
1,2011-10-07,3.285,217.0453684,7.8660000000000005,False
1,2011-10-14,3.2739999999999996,217.3552733,7.8660000000000005,False
1,2011-10-21,3.353,217.5159762,7.8660000000000005,False
1,2011-10-28,3.372,217.67667909999997,7.8660000000000005,False
1,2011-11-04,3.332,217.837382,7.8660000000000005,False
1,2011-11-11,3.2969999999999997,217.99808489999998,7.8660000000000005,False
1,2011-11-18,3.3080000000000003,218.2205088,7.8660000000000005,False
1,2011-11-25,3.236,218.4676211,7.8660000000000005,True
1,2011-12-02,3.1719999999999997,218.7147333,7.8660000000000005,False
1,2011-12-09,3.158,218.96184559999998,7.8660000000000005,False
1,2011-12-16,3.159,219.17945330000003,7.8660000000000005,False
1,2011-12-23,3.112,219.3577216,7.8660000000000005,False
1,2011-12-30,3.1289999999999996,219.5359898,7.8660000000000005,True
1,2012-01-06,3.157,219.71425809999997,7.348,False
1,2012-01-13,3.261,219.89252630000001,7.348,False
1,2012-01-20,3.2680000000000002,219.98568930000002,7.348,False
1,2012-01-27,3.29,220.0788523,7.348,False
1,2012-02-03,3.36,220.1720153,7.348,False
1,2012-02-10,3.409,220.26517830000003,7.348,True
1,2012-02-17,3.51,220.42575860000002,7.348,False
1,2012-02-24,3.555,220.636902,7.348,False
1,2012-03-02,3.63,220.8480454,7.348,False
1,2012-03-09,3.6689999999999996,221.05918870000002,7.348,False
1,2012-03-16,3.734,221.21181319999997,7.348,False
1,2012-03-23,3.787,221.2864126,7.348,False
1,2012-03-30,3.845,221.3610119,7.348,False
1,2012-04-06,3.891,221.43561119999998,7.143,False
1,2012-04-13,3.891,221.5102105,7.143,False
1,2012-04-20,3.877,221.56407369999997,7.143,False
1,2012-04-27,3.8139999999999996,221.61793680000002,7.143,False
1,2012-05-04,3.7489999999999997,221.6718,7.143,False
1,2012-05-11,3.688,221.72566319999999,7.143,False
1,2012-05-18,3.63,221.74267400000002,7.143,False
1,2012-05-25,3.5610000000000004,221.744944,7.143,False
1,2012-06-01,3.5010000000000003,221.7472139,7.143,False
1,2012-06-08,3.452,221.7494839,7.143,False
1,2012-06-15,3.3930000000000002,221.76264210000002,7.143,False
1,2012-06-22,3.346,221.80302110000002,7.143,False
1,2012-06-29,3.286,221.8434,7.143,False
1,2012-07-06,3.227,221.88377889999998,6.9079999999999995,False
1,2012-07-13,3.2560000000000002,221.92415789999998,6.9079999999999995,False
1,2012-07-20,3.3110000000000004,221.9327267,6.9079999999999995,False
1,2012-07-27,3.407,221.9412954,6.9079999999999995,False
1,2012-08-03,3.417,221.9498642,6.9079999999999995,False
1,2012-08-10,3.4939999999999998,221.9584329,6.9079999999999995,False
1,2012-08-17,3.571,222.03841090000003,6.9079999999999995,False
1,2012-08-24,3.62,222.17194569999998,6.9079999999999995,False
1,2012-08-31,3.638,222.30548050000002,6.9079999999999995,False
1,2012-09-07,3.73,222.4390153,6.9079999999999995,True
1,2012-09-14,3.717,222.58201929999998,6.9079999999999995,False
1,2012-09-21,3.721,222.7818386,6.9079999999999995,False
1,2012-09-28,3.6660000000000004,222.9816579,6.9079999999999995,False
1,2012-10-05,3.617,223.1814772,6.5729999999999995,False
1,2012-10-12,3.6010000000000004,223.3812965,6.5729999999999995,False
1,2012-10-19,3.594,223.4257233,6.5729999999999995,False
1,2012-10-26,3.5060000000000002,223.44425130000002,6.5729999999999995,False
1,2012-11-02,3.386,223.4627793,6.5729999999999995,False
1,2012-11-09,3.3139999999999996,223.48130730000003,6.5729999999999995,False
1,2012-11-16,3.252,223.5129105,6.5729999999999995,False
1,2012-11-23,3.2110000000000003,223.56194739999998,6.5729999999999995,True
1,2012-11-30,3.207,223.61098419999996,6.5729999999999995,False
1,2012-12-07,3.198,223.66002110000002,6.5729999999999995,False
1,2012-12-14,3.168,223.7192767,6.5729999999999995,False
1,2012-12-21,3.0980000000000003,223.8398455,6.5729999999999995,False
1,2012-12-28,3.108,223.96041430000002,6.5729999999999995,True
1,2013-01-04,3.161,224.080983,6.525,False
1,2013-01-11,3.2430000000000003,224.2015518,6.525,False
1,2013-01-18,3.237,224.23581319999997,6.525,False
1,2013-01-25,3.227,224.23555180000002,6.525,False
1,2013-02-01,3.2439999999999998,224.2352903,6.525,False
1,2013-02-08,3.417,224.23502889999997,6.525,True
1,2013-02-15,3.475,224.2760526,6.525,False
1,2013-02-22,3.597,224.4202895,6.525,False
1,2013-03-01,3.7110000000000003,224.56452630000004,6.525,False
1,2013-03-08,3.658,224.70876319999996,6.525,False
1,2013-03-15,3.622,224.8356808,6.525,False
1,2013-03-22,3.611,224.9193005,6.525,False
1,2013-03-29,3.6060000000000003,225.0029202,6.525,False
1,2013-04-05,3.583,225.08653990000002,6.314,False
1,2013-04-12,3.529,225.17015959999998,6.314,False
1,2013-04-19,3.451,225.17015959999998,6.314,False
1,2013-04-26,3.417,225.17015959999998,6.314,False
1,2013-05-03,3.386,,,False
1,2013-05-10,3.392,,,False
1,2013-05-17,3.4539999999999997,,,False
1,2013-05-24,3.4939999999999998,,,False
1,2013-05-31,3.466,,,False
1,2013-06-07,3.4389999999999996,,,False
1,2013-06-14,3.431,,,False
1,2013-06-21,3.4789999999999996,,,False
1,2013-06-28,3.495,,,False
1,2013-07-05,3.4219999999999997,,,False
1,2013-07-12,3.4,,,False
1,2013-07-19,3.556,,,False
1,2013-07-26,3.62,,,False
2,2010-02-05,2.572,210.75260530000003,8.324,False
2,2010-02-12,2.548,210.8979935,8.324,True
2,2010-02-19,2.5140000000000002,210.9451605,8.324,False
2,2010-02-26,2.5610000000000004,210.97595730000003,8.324,False
2,2010-03-05,2.625,211.0067542,8.324,False
2,2010-03-12,2.667,211.03755099999998,8.324,False
2,2010-03-19,2.72,210.8733316,8.324,False
